pdbId	chainId	id	COUNT(SCM.id)	maxRmsd
6h9f	A	35309	10	1.088
6h9i	A	35310	4	0.705
6h9l	B	35311	3	8.809
6h9m	A	35312	3	1.600
6h9o	B	35313	2	0.612
6h9s	B	35314	2	0.467
6ha0	A	35315	7	0.505
6ha7	D	35316	3	6.412
6haj	A	35317	3	0.804
6has	A	35318	2	0.420
6hau	A	35319	4	0.787
6hav	A	35320	4	4.213
6haw	H	35321	2	8.277
6haw	I	35322	2	0.325
6hax	E	35323	13	1.528
6hay	B	35324	169	1.944
6hb3	B	35325	12	0.647
6hb4	A	35326	14	6.148
6hb5	B	35327	9	1.554
6hb9	A	35328	12	1.957
6hbb	B	35329	4	1.903
6hbd	A	35330	8	6.153
6hbe	C	35331	3	0.304
6hbv	A	35332	4	0.159
6hbz	B	35333	2	11.312
6hc0	B	35334	6	0.563
6hc2	B	35335	12	3.651
6hc6	C	35336	6	1.001
6hcc	A	35337	443	3.520
6hcd	D	35338	6	3.159
6hci	B	35339	4	0.720
6hcn	B	35340	7	3.175
6hcs	C	35341	4	1.145
6hcz	A	35342	2	0.798
6hd0	G	35343	6	0.371
6hd3	A	35344	2	0.424
6hd9	B	35345	7	1.844
6hdb	A	35346	7	0.934
6hde	B	35347	13	0.739
6hdp	A	35348	11	1.170
6hdu	D	35349	4	1.035
6hdv	A	35350	12	1.089
6he0	A	35351	6	12.546
6he3	A	35352	6	1.017
6he6	A	35353	6	1.571
6hei	A	35354	2	1.869
6hek	C	35355	8	12.147
6hem	A	35356	2	1.638
6hf4	A	35357	2	0.208
6hf6	A	35358	24	0.247
6hfm	B	35359	2	0.932
6hfz	C	35360	8	0.454
6hg1	A	35361	33	0.842
6hg4	B	35362	2	1.558
6hga	H	35363	3	0.603
6hgc	A	35364	2	2.176
6hgo	C	35365	17	4.742
6hhd	D	35366	6	1.447
6hhk	B	35367	3	0.906
6hih	A	35368	2	0.357
6hit	A	35369	4	0.775
6hit	B	35370	4	1.116
6hiu	B	35371	2	0.187
6hj5	A	35372	4	1.454
6hj6	A	35373	2	0.681
6hjb	A	35374	10	0.731
6hjg	B	35375	10	2.255
6hjl	A	35376	4	0.451
6hjl	C	35377	4	2.098
6hjm	P	35378	20	1.805
6hjs	A	35379	2	0.830
6hjw	B	35380	2	1.093
6hjx	F	35381	10	0.440
6hk1	A	35382	6	0.666
6hk5	B	35383	8	2.393
6hk6	A	35384	18	2.971
6hk8	B	35385	2	0.863
6hk9	B	35386	6	2.589
6hke	B	35387	3	0.497
6hki	A	35388	10	1.816
6hks	B	35389	6	0.358
6hkw	A	35390	5	0.383
6hl9	A	35391	9	1.269
6hlf	A	35392	25	1.133
6hli	D	35393	24	0.587
6hlp	A	35394	4	2.040
6hlt	B	35395	2	0.287
6hlu	A	35396	2	1.119
6hlw	D	35397	2	0.461
6hly	A	35398	8	1.315
6hmj	A	35399	4	9.831
6hn7	A	35400	2	1.001
6hnd	B	35401	4	0.362
6hnj	A	35402	3	4.314
6hnl	B	35403	4	0.388
6hnn	A	35404	10	0.964
6hns	A	35405	2	0.193
6hnu	B	35406	4	0.362
6hoh	B	35407	5	2.771
6hok	A	35408	4	1.026
6hom	D	35409	4	2.819
6hoo	A	35410	291	1.849
6hos	A	35411	2	0.140
6hp1	A	35412	2	0.558
6hpa	A	35413	2	0.228
6hpb	A	35414	2	2.430
6hpg	A	35415	8	1.817
6hph	A	35416	8	2.749
6hq3	A	35417	6	2.622
6hq7	A	35418	6	2.429
6hq8	A	35419	4	0.332
6hq9	A	35420	2	0.764
6hqb	B	35421	8	0.621
6hqb	D	35422	8	0.688
6hqb	E	35423	8	0.739
6hqb	I	35424	7	3.019
6hqb	J	35425	5	0.348
6hqd	C	35426	3	0.624
6hqg	B	35427	4	0.269
6hqj	A	35428	2	0.529
6hqu	I	35429	4	0.480
6hqv	A	35430	2	1.503
6hqw	A	35431	2	5.953
6hqz	A	35432	2	0.651
6hr1	A	35433	2	2.220
6hr2	D	35434	157	1.850
6hr8	B	35435	8	0.343
6hrd	A	35436	6	0.814
6hrk	A	35437	4	0.772
6hrl	A	35438	2	0.365
6hrs	B	35439	10	1.469
6hrv	B	35440	6	4.386
6hrz	B	35441	34	2.557
6hs3	B	35442	2	1.038
6hs6	A	35443	10	3.413
6hs9	A	35444	3	0.656
6hsd	A	35445	22	2.237
6hsu	D	35446	20	1.949
6hsv	E	35447	20	5.057
6hsw	A	35448	3	0.650
6ht9	B	35449	3	2.738
6htj	A	35450	2	0.724
6htn	A	35451	6	0.211
6htu	A	35452	3	0.965
6htw	B	35453	3	2.332
6hty	B	35454	44	1.517
6hu8	A	35455	3	12.989
6huf	A	35456	16	0.087
6huh	A	35457	2	1.546
6hul	A	35458	2	1.477
6hus	A	35459	2	0.171
6huw	A	35460	2	0.701
6hux	A	35461	8	2.110
6huy	B	35462	5	1.974
6hv3	H	35463	22	0.415
6hvg	A	35464	2	0.681
6hvn	A	35465	10	4.361
6hw2	B	35466	8	1.824
6hwj	A	35467	8	3.179
6hwm	E	35468	14	1.161
6hwp	A	35469	2	0.121
6hx2	B	35470	108	1.852
6hx4	H	35471	3	1.767
6hx9	A	35472	2	0.413
6hxg	B	35473	8	0.264
6hxi	B	35474	2	0.248
6hxi	C	35475	2	0.602
6hxj	A	35476	4	1.613
6hxj	D	35477	4	1.950
6hxm	B	35478	14	1.820
6hxq	A	35479	2	2.703
6hxq	B	35480	2	0.346
6hxs	A	35481	8	1.672
6hxt	C	35482	3	1.042
6hxu	A	35483	3	1.037
6hxv	A	35484	4	2.110
6hxw	C	35485	2	1.043
6hxw	D	35486	2	0.658
6hyc	B	35487	9	1.690
6hye	A	35488	12	0.819
6hyf	A	35489	4	3.586
6hyj	B	35490	12	2.580
6hym	B	35491	4	0.776
6hyt	B	35492	10	1.890
6hza	A	35493	44	1.081
6hzf	A	35494	5	0.780
6hzl	A	35495	5	1.686
6hzo	A	35496	4	1.409
6hzz	B	35497	6	0.906
6i04	C	35498	2	0.154
6i06	A	35499	2	0.496
6i07	A	35500	2	0.505
6i0a	A	35501	4	0.277
6i0i	A	35502	2	0.589
6i0x	B	35503	7	1.055
6i1a	A	35504	2	0.174
6i1c	A	35505	3	0.757
6i1f	A	35506	8	1.765
6i1i	A	35507	2	1.059
6i1k	A	35508	9	12.701
6i1o	H	35509	2	1.346
6i1r	B	35510	4	0.975
6i1s	A	35511	42	2.662
6i1s	B	35512	62	1.147
6i1t	A	35513	3	0.200
6i24	A	35514	13	2.268
6i2p	D	35515	2	0.153
6i2s	B	35516	4	0.339
6i31	A	35517	2	1.262
6i35	B	35518	10	0.420
6i38	A	35519	2	0.962
6i3b	A	35520	27	1.159
6i3d	B	35521	14	16.713
6i3h	A	35522	2	0.417
6i3p	C	35523	10	3.554
6i3u	A	35524	18	6.647
6i3v	A	35525	2	0.469
6i3v	F	35526	4	1.076
6i3y	A	35527	2	1.002
6i44	A	35528	2	1.746
6i4b	A	35529	26	1.484
6i4u	B	35530	72	1.237
6i4y	A	35531	7	8.776
6i59	A	35532	2	0.113
6i5b	A	35533	2	0.242
6i5j	D	35534	13	2.515
6i5o	A	35535	5	0.239
6i5r	A	35536	3	0.698
6i5x	B	35537	4	1.259
6i60	B	35538	2	0.386
6i6h	A	35539	3	2.289
6i6m	B	35540	16	2.427
6i6o	B	35541	12	5.463
6i73	A	35542	8	1.971
6i79	A	35543	26	4.045
6i7d	A	35544	5	5.348
6i7g	B	35545	23	12.703
6i7n	A	35546	17	0.731
6i7r	C	35547	201	3.473
6i7s	G	35548	2	0.914
6i7w	A	35549	13	1.788
6i86	A	35550	3	1.383
6i89	A	35551	9	1.863
6i8s	E	35552	4	1.096
6i8s	I	35553	5	2.264
6i8w	A	35554	2	1.916
6i8x	A	35555	2	0.228
6i96	A	35556	2	0.581
6i97	A	35557	2	1.281
6i97	D	35558	2	0.424
6i9a	A	35559	4	0.427
6i9g	A	35560	15	0.252
6i9i	B	35561	2	0.567
6i9i	H	35562	2	0.366
6i9o	A	35563	4	0.865
6i9s	A	35564	2	1.342
6i9w	A	35565	32	2.164
6ia5	E	35566	10	1.563
6iaa	A	35567	3	3.108
6iad	A	35568	3	0.152
6iai	B	35569	4	0.429
6iak	F	35570	7	1.678
6ian	A	35571	2	2.517
6ian	C	35572	2	2.116
6ian	E	35573	5	1.626
6iap	H	35574	2	1.122
6iaq	D	35575	4	0.323
6iau	A	35576	2	0.396
6ib8	B	35577	4	2.210
6ibb	A	35578	3	1.031
6ibb	B	35579	3	1.035
6ibe	A	35580	3	1.243
6ibi	C	35581	7	1.114
6ibl	A	35582	2	11.761
6ibu	A	35583	4	0.671
6ica	C	35584	5	16.871
6icc	A	35585	2	1.810
6icc	L	35586	8	1.725
6ice	A	35587	3	0.469
6icf	H	35588	8	1.426
6ico	A	35589	18	1.937
6ict	B	35590	9	1.814
6id4	C	35591	2	0.232
6id4	L	35592	2	0.427
6idc	A	35593	31	20.764
6idd	A	35594	6	0.961
6ide	B	35595	6	9.104
6idg	H	35596	5	4.895
6idj	A	35597	72	1.713
6ido	A	35598	2	0.628
6ids	A	35599	3	1.418
6idv	A	35600	2	0.324
6idy	A	35601	3	0.493
6ie0	A	35602	4	0.311
6ie1	A	35603	2	2.789
6ie2	F	35604	9	1.868
6ie4	A	35605	6	0.557
6ie6	A	35606	3	0.725
6iea	L	35607	3	9.081
6iec	H	35608	4	0.071
6iec	L	35609	4	0.060
6ied	A	35610	2	0.092
6iee	A	35611	5	3.538
6ief	A	35612	2	1.491
6ieh	B	35613	4	16.051
6iej	A	35614	3	0.148
6iek	B	35615	2	0.213
6iem	B	35616	20	1.426
6ieu	A	35617	2	0.805
6iev	A	35618	3	1.100
6if2	B	35619	6	3.533
6if4	B	35620	2	0.329
6if8	B	35621	8	0.787
6ifb	B	35622	5	0.738
6ifc	A	35623	8	0.601
6ifc	B	35624	2	0.731
6ifc	D	35625	2	0.482
6ifd	B	35626	6	2.673
6ife	A	35627	2	0.330
6ifm	B	35628	4	13.243
6ifn	C	35629	2	0.920
6ifn	F	35630	3	1.211
6ifo	F	35631	2	0.731
6ift	A	35632	7	3.345
6ifv	B	35633	2	0.807
6ig2	C	35634	6	1.915
6igb	A	35635	2	0.495
6igd	J	35636	20	0.731
6ige	E	35637	10	0.735
6igf	E	35638	10	0.826
6igg	A	35639	8	1.426
6igk	A	35640	4	3.908
6ign	A	35641	2	2.809
6igo	C	35642	11	1.379
6igs	B	35643	4	1.284
6igu	H	35644	3	1.869
6igx	A	35645	2	0.881
6igx	D	35646	2	1.353
6ih6	A	35647	16	1.748
6ih7	B	35648	12	1.465
6ihc	F	35649	104	1.061
6ihd	B	35650	4	0.869
6ihj	A	35651	2	1.429
6ihr	A	35652	8	1.016
6ii2	A	35653	4	1.498
6ii4	E	35654	2	0.469
6ii6	A	35655	6	16.475
6ii8	G	35656	5	7.958
6ii9	H	35657	3	1.029
6iia	F	35658	24	3.404
6iih	A	35659	2	11.565
6iip	A	35660	2	0.552
6iit	B	35661	9	0.336
6iiv	A	35662	2	0.578
6ija	A	35663	12	1.922
6ijb	B	35664	4	7.989
6ijc	B	35665	2	0.679
6ijf	A	35666	4	0.907
6ijf	C	35667	2	0.474
6ijk	A	35668	2	0.202
6ijn	A	35669	6	1.259
6ijr	C	35670	376	5.828
6ik8	B	35671	12	0.877
6ikm	a	35672	18	0.977
6ikm	A	35673	22	3.875
6ikn	A	35674	4	2.516
6iko	A	35675	2	1.533
6ikz	A	35676	4	0.681
6il3	A	35677	3	0.867
6il7	A	35678	2	0.278
6ila	A	35679	4	0.777
6ile	B	35680	8	0.987
6ils	B	35681	6	1.247
6ilu	A	35682	2	0.187
6im3	A	35683	18	0.275
6im5	A	35684	10	1.192
6im9	A	35685	39	2.370
6imc	D	35686	8	2.636
6ime	A	35687	16	1.256
6imj	A	35688	6	26.934
6imp	A	35689	2	0.516
6imq	B	35690	4	2.283
6imv	A	35691	6	0.144
6inb	A	35692	2	0.133
6ine	A	35693	3	10.314
6ini	A	35694	11	0.948
6inn	A	35695	5	2.335
6inr	A	35696	2	1.849
6ins	E	35697	2	5.430
6int	A	35698	8	0.222
6inu	A	35699	15	3.003
6inw	B	35700	22	0.600
6io1	B	35701	2	0.528
6iod	A	35702	12	1.807
6ioh	A	35703	6	0.492
6iom	B	35704	3	0.551
6ior	A	35705	14	3.316
6iow	B	35706	4	1.891
6ioy	B	35707	4	3.696
6ip0	A	35708	2	0.731
6ipb	A	35709	4	0.517
6ipt	A	35710	2	0.788
6ipw	A	35711	8	0.515
6iq1	B	35712	4	0.545
6iq4	A	35713	31	1.259
6iq5	A	35714	3	1.508
6iqc	A	35715	3	3.276
6iqd	A	35716	8	0.278
6iqj	B	35717	4	0.585
6iqk	F	35718	11	0.926
6iql	A	35719	2	2.082
6iqm	D	35720	8	1.154
6iqt	A	35721	4	1.327
6iqy	A	35722	17	4.109
6ir5	C	35723	8	0.519
6ire	A	35724	4	52.157
6irl	B	35725	35	1.321
6irp	A	35726	7	6.741
6iru	A	35727	5	0.493
6irv	A	35728	4	0.476
6irx	A	35729	4	0.997
6is2	A	35730	14	0.809
6is4	A	35731	2	0.298
6is9	A	35732	2	1.093
6isa	A	35733	2	1.063
6isb	A	35734	5	2.180
6isc	B	35735	3	0.912
6isk	A	35736	4	0.148
6isq	A	35737	55	1.809
6isv	B	35738	2	0.371
6ita	A	35739	11	1.098
6itd	A	35740	5	0.842
6ite	O	35741	6	0.571
6itg	A	35742	5	0.165
6itk	A	35743	2	0.214
6itq	C	35744	6	0.722
6its	A	35745	12	2.654
6itx	D	35746	6	0.860
6iu0	A	35747	4	0.365
6iu1	P	35748	54	2.086
6iu4	A	35749	2	0.933
6iu7	B	35750	2	1.836
6iu9	B	35751	32	2.155
6iud	A	35752	10	0.817
6iuf	A	35753	2	0.160
6iuh	A	35754	4	0.777
6iuh	D	35755	2	0.132
6iui	C	35756	2	0.580
6iuj	A	35757	2	0.168
6ium	B	35758	4	1.553
6iuq	B	35759	2	0.171
6ius	A	35760	3	0.563
6iuv	A	35761	2	0.341
6iuv	H	35762	2	0.937
6iuy	A	35763	2	2.811
6iv3	A	35764	95	2.910
6iv9	A	35765	3	0.602
6ivc	F	35766	8	3.094
6ive	A	35767	6	0.381
6ivy	B	35768	6	0.560
6iw2	B	35769	7	0.309
6iw2	C	35770	7	0.731
6iw3	A	35771	2	2.087
6iw6	A	35772	2	3.077
6iw8	A	35773	2	0.351
6iwb	C	35774	2	0.648
6iwd	A	35775	2	1.111
6iwh	A	35776	3	0.482
6iwl	A	35777	4	0.156
6iwr	A	35778	12	0.753
6iwt	A	35779	2	0.596
6iwv	A	35780	2	2.183
6ix1	A	35781	3	0.817
6ix4	B	35782	4	0.489
6ixg	A	35783	5	3.464
6ixj	A	35784	12	0.505
6ixq	A	35785	7	1.407
6ixt	A	35786	16	3.470
6ixw	C	35787	3	0.792
6ixx	A	35788	2	1.124
6ixx	I	35789	2	0.907
6ixy	B	35790	6	12.492
6ixz	A	35791	2	1.082
6iy0	E	35792	10	0.728
6iy6	J	35793	4	0.393
6iy9	A	35794	2	1.748
6iya	F	35795	6	0.898
6iyb	B	35796	2	0.228
6iym	A	35797	2	1.035
6iyo	A	35798	2	0.627
6iyt	A	35799	2	0.827
6iyx	A	35800	6	0.645
6iyy	A	35801	3	1.007
6iz2	A	35802	2	0.313
6iz3	A	35803	18	0.370
6iz8	C	35804	6	2.024
6izc	A	35805	3	0.331
6izh	A	35806	9	1.185
6izk	A	35807	5	2.117
6izt	A	35808	2	3.145
6izw	B	35809	4	1.909
6izy	A	35810	3	1.398
6j02	A	35811	2	0.110
6j05	A	35812	2	1.660
6j08	D	35813	3	0.963
6j0e	B	35814	2	4.853
6j0k	A	35815	8	1.068
6j0q	B	35816	2	0.188
6j0t	B	35817	2	0.398
6j0w	D	35818	2	0.553
6j0y	A	35819	10	1.069
6j0y	C	35820	2	0.181
6j11	H	35821	3	0.652
6j11	L	35822	3	0.306
6j13	H	35823	10	0.298
6j15	A	35824	2	0.439
6j1f	A	35825	10	1.170
6j1k	A	35826	2	0.650
6j1m	A	35827	4	0.166
6j1x	B	35828	3	6.330
6j21	A	35829	2	0.409
6j28	A	35830	8	0.700
6j2i	A	35831	18	1.490
6j2l	A	35832	4	0.850
6j2o	A	35833	12	0.632
6j2p	A	35834	4	1.289
6j2v	A	35835	4	0.523
6j2z	B	35836	10	0.941
6j31	B	35837	8	1.277
6j36	A	35838	2	0.238
6j39	A	35839	4	0.390
6j3e	A	35840	4	0.391
6j3g	A	35841	6	0.800
6j3i	A	35842	4	0.953
6j3o	A	35843	2	0.544
6j3p	A	35844	2	0.600
6j44	A	35845	3	1.089
6j4b	A	35846	3	0.347
6j4f	B	35847	2	3.063
6j4j	H	35848	8	0.305
6j4k	A	35849	12	2.542
6j4n	A	35850	16	0.577
6j4p	B	35851	16	3.114
6j4q	A	35852	9	1.011
6j52	A	35853	4	2.322
6j55	L	35854	12	1.647
6j56	C	35855	2	0.572
6j57	A	35856	4	1.170
6j5e	H	35857	3	0.336
6j5e	K	35858	3	0.554
6j5f	H	35859	3	0.238
6j5g	L	35860	3	0.307
6j61	A	35861	4	0.615
6j66	B	35862	2	0.237
6j6a	A	35863	2	0.317
6j6f	A	35864	2	0.325
6j6l	A	35865	4	1.296
6j6p	A	35866	2	0.173
6j6t	B	35867	4	0.599
6j6u	A	35868	2	0.509
6j6v	A	35869	3	0.495
6j6y	A	35870	2	0.446
6j6y	C	35871	2	1.751
6j6y	E	35872	2	1.315
6j71	A	35873	17	3.914
6j72	A	35874	3	3.139
6j76	A	35875	6	0.605
6j79	A	35876	6	0.535
6j7b	A	35877	13	2.206
6j7b	B	35878	3	0.456
6j7f	A	35879	3	1.109
6j7f	B	35880	27	1.767
6j7f	C	35881	3	1.074
6j7g	A	35882	46	4.271
6j7h	B	35883	8	0.500
6j7k	A	35884	5	0.921
6j7n	A	35885	7	0.748
6j7w	A	35886	2	0.251
6j7w	C	35887	10	1.567
6j83	A	35888	3	0.334
6j86	A	35889	8	0.432
6j8l	A	35890	2	0.506
6j94	A	35891	3	3.377
6j9b	A	35892	2	0.570
6j9c	D	35893	2	1.375
6j9r	B	35894	2	0.951
6jal	A	35895	19	4.654
6jau	A	35896	4	5.228
6jau	B	35897	3	1.844
6jav	A	35898	6	0.395
6jb6	A	35899	11	1.625
6jb9	A	35900	5	0.697
6jbc	A	35901	2	0.256
6jbk	B	35902	6	0.685
6jbm	B	35903	4	0.980
6jbn	A	35904	2	0.173
6jbr	A	35905	12	2.574
6jbs	A	35906	6	0.676
6jbu	A	35907	5	0.546
6jbx	A	35908	2	2.209
6jby	A	35909	8	0.678
6jbz	A	35910	2	0.140
6jbz	B	35911	2	0.144
6jc0	C	35912	2	0.453
6jc0	D	35913	2	0.559
6jc4	A	35914	4	0.905
6jc6	B	35915	16	0.253
6jca	B	35916	30	1.915
6jch	A	35917	3	1.253
6jci	A	35918	2	0.199
6jcl	G	35919	8	0.476
6jcm	A	35920	4	0.423
6jcn	A	35921	2	0.486
6jcu	B	35922	2	1.215
6jcx	F	35923	7	1.595
6jcy	C	35924	27	2.408
6jd0	A	35925	2	1.046
6jd2	J	35926	12	1.168
6jd4	A	35927	3	1.321
6jd5	A	35928	2	0.440
6jdb	A	35929	2	0.420
6jde	B	35930	2	1.099
6jdh	A	35931	5	2.820
6jdj	C	35932	2	1.259
6jdk	B	35933	2	0.239
6jdl	A	35934	6	0.573
6jdq	A	35935	10	18.464
6jdr	A	35936	2	2.892
6jdx	A	35937	14	1.625
6je4	I	35938	11	1.010
6je8	A	35939	3	0.873
6jel	A	35940	8	1.617
6jep	H	35941	2	0.565
6jep	L	35942	11	9.857
6jex	A	35943	12	0.799
6jf2	B	35944	2	0.623
6jf6	A	35945	18	1.776
6jfk	A	35946	7	1.623
6jfn	A	35947	16	0.361
6jfp	B	35948	2	0.227
6jfu	A	35949	2	1.006
6jfv	A	35950	2	0.533
6jfv	D	35951	2	0.768
6jfw	A	35952	4	0.272
6jg8	B	35953	30	3.775
6jh0	D	35954	2	1.184
6jh1	D	35955	2	3.207
6jh5	A	35956	3	0.315
6jh9	B	35957	2	0.320
6jhb	B	35958	6	1.893
6jhf	A	35959	7	0.434
6jhk	A	35960	5	0.591
6jhm	A	35961	4	0.567
6jho	A	35962	3	1.386
6jho	C	35963	2	0.288
6jhz	A	35964	2	2.551
6jid	A	35965	7	0.443
6jie	B	35966	2	0.266
6jif	B	35967	2	0.620
6jig	A	35968	4	4.118
6jij	C	35969	3	0.573
6jil	B	35970	4	0.382
6jim	B	35971	2	0.507
6jir	A	35972	6	1.286
6jis	A	35973	2	0.394
6jiv	D	35974	4	1.978
6jix	A	35975	4	0.268
6jiz	C	35976	6	2.803
6jj7	A	35977	13	2.936
6jjj	A	35978	6	0.631
6jjm	A	35979	8	0.444
6jjp	A	35980	2	1.404
6jjp	B	35981	2	1.252
6jjp	F	35982	9	1.981
6jjt	D	35983	5	0.755
6jjy	A	35984	7	15.666
6jjz	B	35985	2	0.893
6jk1	A	35986	2	0.482
6jk4	A	35987	2	0.315
6jka	C	35988	58	1.551
6jkc	A	35989	10	1.923
6jkg	A	35990	4	0.983
6jkk	A	35991	2	0.398
6jko	A	35992	8	0.919
6jks	D	35993	48	1.853
6jku	A	35994	4	0.977
6jkv	A	35995	2	0.235
6jky	A	35996	8	4.496
6jl2	A	35997	6	1.441
6jla	D	35998	4	1.465
6jlb	C	35999	4	9.857
6jld	A	36000	10	2.917
6jlm	L	36001	81	1.912
6jly	E	36002	6	2.053
6jly	G	36003	6	0.819
6jlz	I	36004	6	0.954
6jlz	M	36005	4	1.745
6jm5	A	36006	2	0.202
6jm7	A	36007	3	0.253
6jmg	A	36008	2	11.383
6jmi	A	36009	4	0.883
6jmk	A	36010	2	0.790
6jn7	A	36011	10	4.377
6jni	A	36012	16	7.808
6jnj	B	36013	6	0.551
6jnm	A	36014	7	0.850
6jnp	A	36015	2	2.731
6jnp	B	36016	6	1.873
6jo2	A	36017	2	0.094
6jo8	M	36018	3	0.556
6joa	C	36019	4	0.376
6jom	A	36020	2	0.542
6jov	C	36021	4	0.337
6jow	A	36022	4	0.306
6jox	B	36023	2	0.395
6jp2	A	36024	8	1.616
6jp6	A	36025	4	0.117
6jp7	H	36026	5	1.776
6jp7	L	36027	5	1.466
6jp9	A	36028	4	1.338
6jph	A	36029	6	0.361
6jpi	B	36030	4	0.768
6jpj	A	36031	29	4.043
6jpk	A	36032	2	0.255
6jpl	B	36033	4	0.196
6jpm	A	36034	2	0.258
6jpr	A	36035	6	0.396
6jpr	B	36036	6	0.414
6jpv	A	36037	8	3.870
6jpw	D	36038	31	1.943
6jq1	B	36039	2	0.903
6jq8	A	36040	2	0.824
6jq9	B	36041	8	0.871
6jqa	B	36042	4	3.374
6jqb	A	36043	3	0.179
6jqc	A	36044	4	0.358
6jqh	B	36045	2	0.400
6jqv	A	36046	2	1.236
6jqw	A	36047	4	0.424
6jqy	A	36048	4	1.980
6jr7	A	36049	12	0.260
6jri	B	36050	8	1.820
6jrp	A	36051	4	0.687
6jrq	A	36052	4	0.434
6js9	A	36053	2	0.364
6jsb	A	36054	2	0.485
6jsc	B	36055	5	17.518
6jsj	A	36056	3	1.658
6jsx	A	36057	2	0.466
6jt5	A	36058	3	0.795
6jta	A	36059	12	0.462
6jtd	A	36060	2	0.914
6jtj	B	36061	20	0.876
6jtz	A	36062	2	0.399
6ju0	I	36063	5	0.565
6ju0	L	36064	7	1.617
6ju7	B	36065	8	0.635
6juo	A	36066	13	1.427
6jut	A	36067	5	1.988
6juv	A	36068	2	16.241
6juw	K	36069	4	0.238
6juy	C	36070	4	2.069
6jv0	A	36071	3	0.168
6jv4	A	36072	12	1.319
6jv9	B	36073	33	0.862
6jvu	A	36074	6	0.193
6jvv	B	36075	4	0.660
6jvx	A	36076	2	0.248
6jw3	A	36077	63	4.525
6jw7	A	36078	6	0.385
6jwj	A	36079	4	1.535
6jwk	B	36080	2	0.661
6jwm	A	36081	9	1.396
6jwp	C	36082	2	1.143
6jwp	D	36083	3	0.819
6jwq	B	36084	26	3.827
6jx2	B	36085	4	0.998
6jx5	C	36086	3	0.341
6jx9	A	36087	26	1.401
6jxd	D	36088	21	3.896
6jxf	A	36089	6	0.373
6jxj	A	36090	7	3.788
6jxk	B	36091	7	1.148
6jxn	B	36092	8	0.625
6jy5	D	36093	5	3.115
6jyg	D	36094	6	0.294
6jyi	A	36095	2	1.564
6jyj	B	36096	3	1.092
6jys	A	36097	8	0.964
6jyt	A	36098	2	1.178
6jyv	A	36099	2	0.181
6jyx	B	36100	2	1.082
6jyy	B	36101	6	0.510
6jzc	B	36102	4	0.885
6jze	B	36103	4	0.497
6jzf	A	36104	2	0.558
6jzk	A	36105	2	0.865
6jzl	B	36106	2	0.430
6jzn	B	36107	4	0.889
6jzq	B	36108	8	2.116
6jzw	A	36109	12	2.010
6k07	B	36110	2	0.174
6k09	D	36111	3	1.166
6k0f	B	36112	17	0.346
6k0h	A	36113	3	0.176
6k0k	A	36114	4	11.146
6k0l	B	36115	2	1.649
6k0o	A	36116	2	0.331
6k0v	A	36117	10	0.868
6k0w	A	36118	4	1.257
6k13	A	36119	10	1.598
6k17	A	36120	16	1.657
6k1f	A	36121	12	0.432
6k1k	G	36122	6	1.866
6k1m	A	36123	16	1.294
6k1r	A	36124	9	1.194
6k1x	A	36125	2	0.740
6k20	A	36126	3	0.596
6k2l	A	36127	2	0.754
6k2o	A	36128	13	0.336
6k31	A	36129	2	0.338
6k35	A	36130	8	1.124
6k3b	B	36131	2	15.289
6k3c	A	36132	4	7.009
6k3h	A	36133	48	0.855
6k4e	B	36134	2	0.517
6k4t	A	36135	9	0.866
6k4z	A	36136	2	0.525
6k5e	B	36137	6	0.907
6k5g	A	36138	16	0.613
6k5p	A	36139	4	0.285
6k5v	A	36140	6	0.676
6k5z	B	36141	4	0.987
6k62	B	36142	2	0.774
6k63	A	36143	4	0.661
6k65	H	36144	3	1.516
6k65	L	36145	28	1.354
6k67	B	36146	2	0.572
6k68	B	36147	4	0.270
6k68	E	36148	4	1.635
6k68	J	36149	4	0.377
6k6a	C	36150	4	0.753
6k6b	A	36151	9	0.741
6k6l	B	36152	2	0.626
6k6r	A	36153	2	0.306
6k6u	A	36154	2	0.385
6k7c	A	36155	4	10.993
6k7f	A	36156	3	12.198
6k7o	A	36157	4	0.323
6k7o	B	36158	4	2.602
6k7o	C	36159	4	2.276
6k8h	B	36160	2	0.190
6k8k	G	36161	6	1.061
6k8k	H	36162	4	0.824
6k8u	A	36163	6	0.822
6k8v	A	36164	4	0.632
6k8z	B	36165	8	0.699
6k93	A	36166	2	1.125
6k94	B	36167	4	1.495
6k95	A	36168	3	0.244
6k96	B	36169	2	0.427
6k97	A	36170	2	0.379
6k9c	A	36171	8	1.261
6k9y	A	36172	4	0.796
6kam	A	36173	32	1.802
6kbm	A	36174	3	7.808
6kbm	B	36175	3	2.757
6kbn	C	36176	2	0.936
6kby	A	36177	4	0.187
6kc4	A	36178	6	0.572
6kcf	A	36179	4	0.625
6kcr	A	36180	2	0.503
6kct	A	36181	50	1.906
6kd3	A	36182	2	0.537
6kdb	A	36183	10	0.724
6kdf	E	36184	26	2.435
6kdt	C	36185	10	1.605
6kdv	B	36186	6	4.630
6kdy	D	36187	18	1.280
6kea	D	36188	4	1.534
6ket	A	36189	2	0.340
6kex	A	36190	12	1.842
6kez	M	36191	10	2.992
6kfr	A	36192	4	0.489
6kg6	B	36193	4	2.087
6kga	A	36194	3	3.378
6kgj	B	36195	4	3.710
6kgw	A	36196	6	0.313
6kh1	A	36197	16	0.614
6khd	B	36198	3	0.797
6khq	B	36199	3	1.067
